"Rep","Party","State","Vote","Bill","Vote_Question"
"Nunn (IA)","Republican","Iowa","Yea","H. R. 6914","On Passage"
"Obernolte","Republican","California","Yea","H. R. 6914","On Passage"
"Ocasio-Cortez","Democratic","New York","Nay","H. R. 6914","On Passage"
"Ogles","Republican","Tennessee","Not Voting","H. R. 6914","On Passage"
"Omar","Democratic","Minnesota","Nay","H. R. 6914","On Passage"
"Owens","Republican","Utah","Yea","H. R. 6914","On Passage"
"Pallone","Democratic","New Jersey","Nay","H. R. 6914","On Passage"
"Palmer","Republican","Alabama","Yea","H. R. 6914","On Passage"
"Panetta","Democratic","California","Nay","H. R. 6914","On Passage"
"Pappas","Democratic","New Hampshire","Nay","H. R. 6914","On Passage"
"Pascrell","Democratic","New Jersey","Nay","H. R. 6914","On Passage"
"Payne","Democratic","New Jersey","Nay","H. R. 6914","On Passage"
"Pelosi","Democratic","California","Nay","H. R. 6914","On Passage"
"Peltola","Democratic","Alaska","Nay","H. R. 6914","On Passage"
"Pence","Republican","Indiana","Yea","H. R. 6914","On Passage"
"Perez","Democratic","Washington","Nay","H. R. 6914","On Passage"
"Perry","Republican","Pennsylvania","Yea","H. R. 6914","On Passage"
"Peters","Democratic","California","Nay","H. R. 6914","On Passage"
"Pettersen","Democratic","Colorado","Nay","H. R. 6914","On Passage"
"Pfluger","Republican","Texas","Yea","H. R. 6914","On Passage"
"Phillips","Democratic","Minnesota","Not Voting","H. R. 6914","On Passage"
"Pingree","Democratic","Maine","Nay","H. R. 6914","On Passage"
"Pocan","Democratic","Wisconsin","Nay","H. R. 6914","On Passage"
"Porter","Democratic","California","Nay","H. R. 6914","On Passage"
"Posey","Republican","Florida","Yea","H. R. 6914","On Passage"
"Pressley","Democratic","Massachusetts","Nay","H. R. 6914","On Passage"
"Quigley","Democratic","Illinois","Nay","H. R. 6914","On Passage"
"Ramirez","Democratic","Illinois","Nay","H. R. 6914","On Passage"
"Raskin","Democratic","Maryland","Nay","H. R. 6914","On Passage"
"Reschenthaler","Republican","Pennsylvania","Yea","H. R. 6914","On Passage"
"Rodgers (WA)","Republican","Washington","Yea","H. R. 6914","On Passage"
"Rogers (AL)","Republican","Alabama","Yea","H. R. 6914","On Passage"
"Rogers (KY)","Republican","Kentucky","Not Voting","H. R. 6914","On Passage"
"Rose","Republican","Tennessee","Yea","H. R. 6914","On Passage"
"Rosendale","Republican","Montana","Yea","H. R. 6914","On Passage"
"Ross","Democratic","North Carolina","Nay","H. R. 6914","On Passage"
"Rouzer","Republican","North Carolina","Yea","H. R. 6914","On Passage"
"Roy","Republican","Texas","Yea","H. R. 6914","On Passage"
"Ruiz","Democratic","California","Nay","H. R. 6914","On Passage"
"Ruppersberger","Democratic","Maryland","Nay","H. R. 6914","On Passage"
"Rutherford","Republican","Florida","Yea","H. R. 6914","On Passage"
"Ryan","Democratic","New York","Nay","H. R. 6914","On Passage"
"Salazar","Republican","Florida","Yea","H. R. 6914","On Passage"
"Salinas","Democratic","Oregon","Nay","H. R. 6914","On Passage"
"Sánchez","Democratic","California","Nay","H. R. 6914","On Passage"
"Sarbanes","Democratic","Maryland","Nay","H. R. 6914","On Passage"
"Scalise","Republican","Louisiana","Not Voting","H. R. 6914","On Passage"
"Scanlon","Democratic","Pennsylvania","Nay","H. R. 6914","On Passage"
"Schakowsky","Democratic","Illinois","Nay","H. R. 6914","On Passage"
"Schiff","Democratic","California","Nay","H. R. 6914","On Passage"
"Schneider","Democratic","Illinois","Nay","H. R. 6914","On Passage"
"Scholten","Democratic","Michigan","Nay","H. R. 6914","On Passage"
"Schrier","Democratic","Washington","Nay","H. R. 6914","On Passage"
"Schweikert","Republican","Arizona","Yea","H. R. 6914","On Passage"
"Scott (VA)","Democratic","Virginia","Nay","H. R. 6914","On Passage"
"Scott, Austin","Republican","Georgia","Yea","H. R. 6914","On Passage"
"Scott, David","Democratic","Georgia","Nay","H. R. 6914","On Passage"
"Self","Republican","Texas","Yea","H. R. 6914","On Passage"
"Sessions","Republican","Texas","Yea","H. R. 6914","On Passage"
"Sewell","Democratic","Alabama","Nay","H. R. 6914","On Passage"
"Sherman","Democratic","California","Nay","H. R. 6914","On Passage"
"Sherrill","Democratic","New Jersey","Nay","H. R. 6914","On Passage"
"Simpson","Republican","Idaho","Yea","H. R. 6914","On Passage"
"Slotkin","Democratic","Michigan","Nay","H. R. 6914","On Passage"
"Smith (MO)","Republican","Missouri","Yea","H. R. 6914","On Passage"
"Smith (NE)","Republican","Nebraska","Yea","H. R. 6914","On Passage"
"Smith (NJ)","Republican","New Jersey","Yea","H. R. 6914","On Passage"
"Smith (WA)","Democratic","Washington","Nay","H. R. 6914","On Passage"
"Smucker","Republican","Pennsylvania","Yea","H. R. 6914","On Passage"
"Sorensen","Democratic","Illinois","Nay","H. R. 6914","On Passage"
"Soto","Democratic","Florida","Nay","H. R. 6914","On Passage"
"Spanberger","Democratic","Virginia","Nay","H. R. 6914","On Passage"
"Spartz","Republican","Indiana","Yea","H. R. 6914","On Passage"
"Stansbury","Democratic","New Mexico","Nay","H. R. 6914","On Passage"
"Stanton","Democratic","Arizona","Nay","H. R. 6914","On Passage"
"Stauber","Republican","Minnesota","Yea","H. R. 6914","On Passage"
"Steel","Republican","California","Yea","H. R. 6914","On Passage"
"Stefanik","Republican","New York","Yea","H. R. 6914","On Passage"
"Steil","Republican","Wisconsin","Yea","H. R. 6914","On Passage"
"Steube","Republican","Florida","Yea","H. R. 6914","On Passage"
"Stevens","Democratic","Michigan","Nay","H. R. 6914","On Passage"
"Strickland","Democratic","Washington","Nay","H. R. 6914","On Passage"
"Strong","Republican","Alabama","Yea","H. R. 6914","On Passage"
"Swalwell","Democratic","California","Nay","H. R. 6914","On Passage"
"Sykes","Democratic","Ohio","Nay","H. R. 6914","On Passage"
"Takano","Democratic","California","Nay","H. R. 6914","On Passage"
"Tenney","Republican","New York","Yea","H. R. 6914","On Passage"
"Thanedar","Democratic","Michigan","Nay","H. R. 6914","On Passage"
"Thompson (CA)","Democratic","California","Nay","H. R. 6914","On Passage"
"Thompson (MS)","Democratic","Mississippi","Nay","H. R. 6914","On Passage"
"Thompson (PA)","Republican","Pennsylvania","Yea","H. R. 6914","On Passage"
"Tiffany","Republican","Wisconsin","Yea","H. R. 6914","On Passage"
"Timmons","Republican","South Carolina","Yea","H. R. 6914","On Passage"
"Titus","Democratic","Nevada","Nay","H. R. 6914","On Passage"
"Tlaib","Democratic","Michigan","Nay","H. R. 6914","On Passage"
"Tokuda","Democratic","Hawaii","Nay","H. R. 6914","On Passage"
"Tonko","Democratic","New York","Nay","H. R. 6914","On Passage"
"Torres (CA)","Democratic","California","Nay","H. R. 6914","On Passage"
"Torres (NY)","Democratic","New York","Nay","H. R. 6914","On Passage"
"Trahan","Democratic","Massachusetts","Nay","H. R. 6914","On Passage"
"Trone","Democratic","Maryland","Nay","H. R. 6914","On Passage"
"Turner","Republican","Ohio","Yea","H. R. 6914","On Passage"
"Underwood","Democratic","Illinois","Nay","H. R. 6914","On Passage"
"Valadao","Republican","California","Yea","H. R. 6914","On Passage"
"Van Drew","Republican","New Jersey","Yea","H. R. 6914","On Passage"
"Van Duyne","Republican","Texas","Yea","H. R. 6914","On Passage"
"Van Orden","Republican","Wisconsin","Yea","H. R. 6914","On Passage"
"Vargas","Democratic","California","Nay","H. R. 6914","On Passage"
"Vasquez","Democratic","New Mexico","Nay","H. R. 6914","On Passage"
"Veasey","Democratic","Texas","Nay","H. R. 6914","On Passage"
"Velázquez","Democratic","New York","Not Voting","H. R. 6914","On Passage"
"Wagner","Republican","Missouri","Yea","H. R. 6914","On Passage"
"Walberg","Republican","Michigan","Yea","H. R. 6914","On Passage"
"Waltz","Republican","Florida","Yea","H. R. 6914","On Passage"
"Wasserman Schultz","Democratic","Florida","Nay","H. R. 6914","On Passage"
"Waters","Democratic","California","Nay","H. R. 6914","On Passage"
"Watson Coleman","Democratic","New Jersey","Nay","H. R. 6914","On Passage"
"Weber (TX)","Republican","Texas","Yea","H. R. 6914","On Passage"
"Webster (FL)","Republican","Florida","Yea","H. R. 6914","On Passage"
"Wenstrup","Republican","Ohio","Yea","H. R. 6914","On Passage"
"Westerman","Republican","Arkansas","Yea","H. R. 6914","On Passage"
"Wexton","Democratic","Virginia","Nay","H. R. 6914","On Passage"
"Wild","Democratic","Pennsylvania","Nay","H. R. 6914","On Passage"
"Williams (GA)","Democratic","Georgia","Nay","H. R. 6914","On Passage"
"Williams (NY)","Republican","New York","Yea","H. R. 6914","On Passage"
"Williams (TX)","Republican","Texas","Yea","H. R. 6914","On Passage"
"Wilson (FL)","Democratic","Florida","Nay","H. R. 6914","On Passage"
"Wilson (SC)","Republican","South Carolina","Yea","H. R. 6914","On Passage"
"Wittman","Republican","Virginia","Yea","H. R. 6914","On Passage"
"Womack","Republican","Arkansas","Yea","H. R. 6914","On Passage"
"Yakym","Republican","Indiana","Yea","H. R. 6914","On Passage"
"Zinke","Republican","Montana","Yea","H. R. 6914","On Passage"
"No data found","No data found","No data found",NA,"H. R. 6914","On Passage"
"Adams","Democratic","North Carolina","Nay","H. R. 5585","On Passage"
"Aderholt","Republican","Alabama","Yea","H. R. 5585","On Passage"
"Aguilar","Democratic","California","Nay","H. R. 5585","On Passage"
"Alford","Republican","Missouri","Yea","H. R. 5585","On Passage"
"Allen","Republican","Georgia","Yea","H. R. 5585","On Passage"
"Allred","Democratic","Texas","Yea","H. R. 5585","On Passage"
"Amo","Democratic","Rhode Island","Nay","H. R. 5585","On Passage"
